ID,Value,Index,Flags,EnumID
10778,Kill Credit to Player Only,26,0,746
10779,Cancel Aura (one Application),27,0,746
10780,Area Trigger Creator cancels aura on triggering unit (One Application),28,0,746
10781,Apply Aura and Keep Re-trying,29,0,746
10782,Creator Apply Aura and Keep Re-trying,30,0,746
10783,Conversation Begin,31,0,746
10784,Animation - Set For SpellVisual,32,0,746
10785,"Animation - Set For SpellVisual, Allow As Decay",33,0,746
10786,Animation - Clear For SpellVisual,34,0,746
10787,Allow Ghost In Instance,35,0,746
10788,Disallow Ghost In Instance,36,0,746
10789,Send General Trigger,37,0,746
10790,Human,0,0,747
10791,Orc,1,0,747
10792,Dwarf,2,0,747
10793,Night Elf,3,0,747
10794,Undead,4,0,747
10795,Tauren,5,0,747
10796,Gnome,6,0,747
10797,Troll,7,0,747
10798,Goblin,8,0,747
10799,Blood Elf,9,0,747
10800,Draenei,10,0,747
10801,Worgen,21,0,747
10803,Pandaren(N),23,0,747
10804,Pandaren(A),24,0,747
10805,Pandaren(H),25,0,747
10806,Nightborne,26,0,747
10807,Highmountain Tauren,27,0,747
10808,Void Elf,28,0,747
10809,Lightforged Draenei,29,0,747
10810,Zandalari Troll,30,4,747
10811,Kul'Tiran,31,4,747
10812,Dark Iron Dwarf,11,0,747
10813,Vulpera,12,4,747
10814,This bit can be reused but not deleted,63,12,747
10815,Orc Clans,13,0,747
10816,Mechagnome,14,4,747
10817,RE-USE ME,15,12,747
10818,RE-USE ME,16,12,747
10819,RE-USE ME,17,12,747
10820,RE-USE ME,18,12,747
10821,RE-USE ME,19,12,747
10822,RE-USE ME,20,12,747
10823,RE-USE ME,22,12,747
10824,Disable LOD,0,0,748
10825,Override Color,0,0,749
10826,Override Count,1,0,749
10827,Override Opacity,2,0,749
10828,Enable WMO Occlusion,3,0,749
10829,Enable Liquid Occlusion,4,0,749
10830,Enable Terrain Occlusion,5,0,749
10836,Lock Open Edges,1,0,748
10837,Lock Use Normal,2,0,748
10838,Double Sided,3,0,748
10839,Morph Out,4,0,748
10840,Player Character,5,0,748
10841,WMO,0,0,750
10842,World,1,0,750
10843,Local,2,0,750
10844,Override Color,0,0,751
10845,Override Count,1,0,751
10846,Override Opacity,2,0,751
10853,Morph Down,6,0,748
10854,Lock Shared With Base,7,0,748
10858,Enable WMO Occlusion,3,0,751
10859,Enable Liquid Occlusion,4,0,751
10860,Enable Terrain Occlusion,5,0,751
10862,Trigger a Game Event,0,0,753
10863,Cast a Spell,1,0,753
10864,Start a Conversation,2,0,753
10865,Update Phase Shift,3,0,753
10867,Update Zone Auras,4,0,753
10869,Morph Scale X,8,0,748
10870,Constrain to Spell Range,8,0,611
10871,Visible From Interiors,6,0,751
10872,Base Map Controller,0,0,754
10873,PvP,1,0,754
10874,World PvP,2,0,754
10875,Garrison,3,0,754
10876,Internal Only (in development),24,0,738
10880,Hide Vignettes,11,0,717
10882,Morph Scale Z,9,0,748
10883,0,0,0,755
10884,1,1,0,755
10885,2,2,0,755
10886,No More Than {#Group Members} With Achievement {Achievement} In Group (true if no group),231,0,600
10887,Island,4,0,754
10890,Dont interpolate,10,0,748
10895,War Campaign,0,0,756
10896,Deprecated,0,12,757
10897,Start Quest When Available,1,0,757
10902,"Player has main hand weapon of type ""{$Weapon Type}""",232,0,600
10903,"Player has off-hand weapon of type ""{$Weapon Type}""",233,0,600
10904,Challenge Level (Mythic+),0,0,758
10905,"PvP Tier (Bronze, Silver etc)",1,0,758
10906,Lock Shared On Base,11,0,748
10909,Lock Mesh Discontinuity,12,0,748
10910,Show on alliance map,0,0,759
10911,Show on horde map,1,0,759
10912,Show on map border,2,0,759
10913,Show if client passes condition,3,0,759
10914,Use player favorite mount,4,0,759
10915,End point only,5,0,759
10916,Ignore for find nearest,6,0,759
10917,Display Answer Button As Disabled,0,0,760
10918,Visible Collision,0,0,761
10921,Unranked,0,0,762
10922,Combatant,1,0,762
10923,Challenger,2,0,762
10924,Rival,3,0,762
10925,Duelist,4,0,762
10926,Elite,5,0,762
10927,Grand Master,6,0,762
10930,Player is in PvP tier {PvpTier},234,0,600
10931,Ignore On Item Tooltip,0,0,763
10932,None,0,0,764
10933,War Mode,1,0,764
11030,Warfront,5,0,754
11032,IconAndText,0,0,863
11033,CaptureBar,1,0,863
11034,StatusBar,2,0,863
11035,DoubleStatusBar,3,0,863
11036,IconTextAndBackground,4,0,863
11037,DoubleIconAndText,5,0,863
11038,StackedResourceTracker,6,0,863
11039,IconTextAndCurrencies,7,0,863
11040,TextWithState,8,0,863
11041,HorizontalCurrencies,9,0,863
11042,BulletTextList,10,0,863
11043,World State,0,0,864
11044,World State Expression,1,0,864
11045,Currency Current Value,2,0,864
11046,Currency Max Value,3,0,864
11047,Integer,0,0,865
11048,String,1,0,865
11058,"Players' Azerite Item is at or above level ""{#Azerite Level}"" ",235,0,600
11070,"Player is on quest in questline ""{QuestLine}""",236,0,600
11071,"Player is on quest associated with current progressive unlock group ""{ScheduledWorldStateGroup}""",237,0,600
11072,Player is in raid group,238,0,600
11073,"Player is at or above ""{@PVP_TIER_ENUM}"" for ""{@PVP_BRACKET}""",239,0,600
11074,Use Skin Index as Color,1,0,735
11081,Creature Difficulty Tab (1),0,0,867
11082,Creature Difficulty Tab (2),1,0,867
11083,Spawn Group,2,0,867
11084,Creature Interaction Tab,4,0,867
11085,Linked Aggro / Linked Combat (Danger. Do you know what this does?),3,0,867
11086,Game Object Rec 1,0,0,868
11087,Game Object Rec 2,1,0,868
11088,Spawn Group,2,0,868
11089,Designer Use,5,0,867
11112,A,0,0,871
11113,B,1,0,871
11114,C,2,0,871
11115,D,3,0,871
11116,E,4,0,871
11117,F,5,0,871
11118,G,6,0,871
11119,H,7,0,871
11120,I,8,0,871
11121,J,9,0,871
11124,ScenarioHeaderCurrenciesAndBackground,11,0,863
11125,TextureAndText,12,0,863
11128,Enable Without Encounter,0,0,872
11129,Disabled,1,0,872
11130,Client-Side Fade Region,2,16,872
11131,TooltipUseTimeRemaining,0,0,873
11134,False,0,0,874
11135,True,1,0,874
11138,PvP Conquest Progression Reward,2,0,757
11140,Morph Scale Y,13,0,748
11142,Normal,0,0,875
11143,PvP Bounty,1,0,875
11145,Force all Overlays Explored (puzzle pieces),12,0,717
11154,-None-,0,0,876
11155,Building,1,0,876
11156,Active,2,0,876
11157,Under Attack,3,0,876
11158,Destroyed,4,0,876
11159,Ignore Override Ambience Indoor,0,0,877
11160,Ignore World Transform,0,0,878
11161,Contribution Percentage,4,0,864
11162,Contribution Time Remaining,5,0,864
11163,Contribution Time Total,6,0,864
11165,Contribution State,7,0,864
11166,Maximize Criteria,0,0,879
11167,Not Queueable,1,28,879
11168,(DEPRECATED) Map Default,2,0,879
11169,No Rewards,3,28,879
11173,Desaturate Image,1,0,760
11175,Looping,0,0,880
11176,Resumable,1,0,880
11177,PauseForCombat,2,0,880
11178,No Corpse Heartbeat,3,0,880
11179,Chain Actions together without stopping,4,0,880
11180,Pause until all members are done returning,5,0,880
11181,Allow all actions while dead,6,0,880
11182,Treat Like a Creature Action Set,7,0,880
11183,Do Not Reset Combat State,8,0,880
11184,Reset Combat At Start,9,0,880
11185,Respect Recursive Priority,10,0,880
11187,None,0,0,881
11188,Cheat,1,0,881
11189,Spell,2,0,881
11190,Item,3,0,881
11191,Quest,4,0,881
11192,World Quest,5,0,881
11193,LFG Dungeon,6,0,881
11194,PvP Reward Set,7,0,881
11195,PvP Honor Reward,8,0,881
11196,Garrison Mission Reward,9,0,881
11197,Garrison World Quest Bonus,10,0,881
11198,Garrison Mission Salvage,11,0,881
11199,Garrison Mission Follower Treasure,12,0,881
11200,Add Aritfact Powers,13,0,881
11201,Artifact Respec Cost,14,0,881
11202,Artifact Respec Refund,15,0,881
11203,Mail,16,0,881
11204,Vendor,17,0,881
11205,Weapon Fixup,18,0,881
11206,Creature,19,0,881
11207,Player Loot,20,0,881
11208,Game Object,21,0,881
11209,Loot Unknown,22,0,881
11210,Loot Multiple Sources,23,0,881
11211,Personal Loot Award,24,0,881
11212,Offline Treasure,25,0,881
11213,Achievement,26,0,881
11214,Pet Battle,27,0,881
11215,PvP Pet Battle,28,0,881
11216,Create Child Equipment,29,0,881
11217,Cage Battle Pet,30,0,881
11218,Scroll of Resurrection,31,0,881
11219,Artifact Tier Change,32,0,881
11220,Artifact Validation Failed,33,0,881
11221,Contribution,34,0,881
11222,Bonus Roll,35,0,881
11223,Converting obsolete item,0,0,882
11224,Converting from old pvp/arena currency,1,0,882
11225,Item Refund,2,0,882
11226,Quest Reward,3,0,882
11227,Cheat Action,4,0,882
11228,From Vendor,5,0,882
11229,PVP Kill Credit,6,0,882
11230,PVP Meta Credit,7,0,882
11231,PVP Scripted Awards,8,0,882
11232,Loot,9,0,882
11233,Currency Exchange,10,0,882
11234,LFG Reward,11,0,882
11235,Player Trade,12,0,882
11236,Spell,13,0,882
11237,Item Deletion,14,0,882
11238,Rated Battleground,15,0,882
11239,Random Battleground,16,0,882
11240,Arena,17,0,882
11241,Exceeded Max Qty,18,0,882
11242,PVP Completion Bonus,19,0,882
11243,Designer script,20,0,882
11244,Guild Bank Withdrawal,21,0,882
11245,Push Loot,22,0,882
11246,Garrison Building,23,0,882
11247,PvP Drop,24,0,882
11248,Garrison Follower Activation,25,0,882
11249,Garrison Building Refund,26,0,882
11250,Garrison Mission Reward,27,0,882
11251,Garrison Resource Over Time,28,0,882
11252,Quest Reward (Ignore Caps),29,0,882
11253,Garrison Talent,30,0,882
11254,Garrison World Quest Bonus,31,0,882
11255,PVP Honor Reward,32,0,882
11256,Bonus Roll,33,0,882
11257,Azerite Respec,34,0,882
11258,World Quest Reward,35,0,882
11259,World Quest Reward (Ignore Caps),36,0,882
11289,Internal Only,0,0,884
11290,Locked,1,0,884
11291,String Lock,2,0,884
11292,Restricted,3,0,884
11293,State Override,0,0,885
11294,String Override,1,0,885
11295,Combo Points,14,0,328
11298,Player Aura Presence,8,0,864
11299,Player Aura Stack Count,9,0,864
11300,Player Aura Time Remaining,10,0,864
11301,Player Aura Time Total,11,0,864
11302,Player Aura Effect 1 Points,12,0,864
11303,Player Aura Effect 2 Points,13,0,864
11304,Player Aura Effect 3 Points,14,0,864
11307,(player),39,0,721
11314,Quest Presence,15,0,864
11315,Quest Presence Complete,16,0,864
11317,Quest Presence Not Complete,17,0,864
11318,Quest Current Percentage,18,0,864
11319,Quest Objective Current Count,19,0,864
11320,Quest Objective Max Count,20,0,864
11321,Quest Objective Presence,21,0,864
11322,Quest Objective Presence Complete,22,0,864
11323,Quest Objective Presence Not Complete,23,0,864
11389,"Player is eligible for quest in questline ""{Questline}""",240,0,600
11390,"Player has completed questline ""{Questline}""",241,0,600
11391,"Player has completed ""{#Quests}"" quests in questline ""{Questline}""",242,0,600
11392,"Player has completed ""{#Percentage}"" % of quests in questline ""{Questline}""",243,0,600
11394,Player has WarMode Enabled (regardless of shard state),244,0,600
11395,Player is on a WarMode Shard,245,0,600
11402,Default,0,0,889
11403,May Cull,1,0,889
11404,Prefer Cull,2,0,889
11405,Avoid Culling,3,0,889
11406,Never Cull,4,0,889
11407,Always Cull,5,0,889
11408,Disabled,-1,0,890
11409,Ocean,0,0,890
11410,River,1,0,890
11411,WMO,2,0,890
11418,Custom Portrait,0,0,891
11420,Outer Ring,4,0,712
11429,Holdable,15,0,708
11431,SpellDisplay,13,0,863
11435,Fallback to CONTEXT_NONE,0,0,892
11437,Default,0,0,893
11438,Linear,1,0,893
11439,Linear Squared,2,0,893
11440,Inverse,3,0,893
11450,8.0 Islands - Shared Ecology,4,0,745
11452,8.3 Visions of N'zoth - Path,5,0,745
11453,8.3 Visions of N'zoth - Level,6,0,745
11454,Player is allowed to toggle WarMode in area,246,0,600
11459,Update Camera Zoom Relative to Size,0,0,894
11464,Mythic Plus Keystone Level Atleast {#Level},247,0,600
11465,Mythic Plus Completed In Time,248,0,600
11466,Mythic Plus Map Challenge Mode {MapChallengeMode},249,0,600
11467,Quest Completed,24,0,864
11468,Mythic Plus Display Season {#Season},250,0,600
11474,- ALL -,-1,0,895
11475,Horde,0,0,895
11476,Alliance,1,0,895
11477,Mythic Plus Milestone Season {#Season},251,0,600
11478,Burning Crusade,1,0,896
11479,Wrath of the Lich King,2,0,896
11480,Cataclysm,3,0,896
11481,Mists of Pandaria,4,0,896
11482,Warlords of Draenor,5,0,896
11483,Legion,6,0,896
11484,Battle for Azeroth,7,0,896
11485,Shadowlands,8,0,896
11486,10.0,9,0,896
11487,11.0,10,0,896
11488,None,0,0,896
11489,Exclusive Increase/Decrease,1,0,894
11490,Exclusive,2,0,894
11496,Use Missile Fire Position,1,0,897
11497,Refraction,0,0,898
11498,Fogging,1,0,898
11499,Disable Height Fade,0,0,899
11500,Disable Shadows,1,0,899
11502,Faction Conversion,37,0,882
11507,"Player visible race is ""{ChrRaces}""",252,0,600
11508,"Target visible race is ""{ChrRaces}""",253,0,600
11509,Do not show in World Map UI,7,0,759
11510,Hotfix Only,4,0,884
11511,Shipped,5,0,884
11516,8.2 Islands - Base Group,7,0,745
11519,Ignore Title,0,0,900
11520,00: Default,0,0,901
11521,01: Cosmetic,1,0,901
11522,02: Important Cosmetic / Racials,2,0,901
11523,03: Non-class Temporary Personal Effect,3,0,901
11524,04: Important (Allies),4,0,901
11525,05: Important (Self),5,0,901
11526,06: Important (Hostile),6,0,901
11527,19: Gift Of Emperor,19,0,901
11528,20: Reaping,20,0,901
11529,10: Ultra High Priority,10,0,901
11530,Faction Reaction,25,0,864
11531,Faction Standing,26,0,864
11532,Faction Reaction Min Threshold,27,0,864
11533,Faction Reaction Max Threshold,28,0,864
11534,"(unit, aura, value, removedReason)",40,0,721
11535,Faction Reaction Is Min,29,0,864
11536,Faction Reaction Is Neutral,30,0,864
11537,Faction Reaction Is Max,31,0,864
11538,Faction Reaction Is Not Max,32,0,864
11539,Realm Wide,14,0,522
11546,Hidden,0,0,902
11547,Shown,1,0,902
11548,Shown (plus show and flash Dynamic Icon),2,0,902
11549,Shown (plus show Dynamic Icon),3,0,902
11550,Hidden,0,0,903
11551,Shown,1,0,903
11552,Hidden,0,0,904
11553,Percentage,1,0,904
11554,Value,2,0,904
11555,Time 2-Level,3,0,904
11556,Time 1-Level,4,0,904
11557,Value Over Max,5,0,904
11558,Value Over Max Normalized,6,0,904
11559,Disabled,0,0,905
11560,Enabled,1,0,905
11561,Red,2,0,905
11562,Highlight,3,0,905
11563,Small,0,0,906
11564,Medium,1,0,906
11565,Large,2,0,906
11566,Currency,0,0,907
11567,Item,1,0,907
11569,Not Recorded,0,8,908
11570,In Studio,1,8,908
11571,Recorded,2,8,908
11572,- ANY -,0,0,909
11573,Low,1,0,909
11574,Low to Mid,2,0,909
11575,Mid to High,3,0,909
11576,High,4,0,909
11577,No,0,8,910
11578,Yes,1,8,910
11579,Recorded,2,8,910
11585,Quest Remaining Percentage,33,0,864
11586,Quest Objective Remaining Count,34,0,864
11587,Inventory Item Count,35,0,864
11588,Inventory Item Count Bags Only,36,0,864
11589,Use Constant,-1,0,864
11634,8.0 Islands - Event Nodes,8,0,745
11635,8.0 Islands - Patrol Nodes,9,0,745
11638,DoubleStateIconRow,14,0,863
11639,Hidden,0,0,912
11640,Show Capturing,1,0,912
11641,Show Captured,2,0,912
11648,Assigned To Layer,4,0,183
11652,NEW_MINIMAP_GENERATION,46,0,192
11653,AI_BOTS_DETECTED_LIKE_PLAYERS,47,0,192
11654,LINEARLY_LIT_TERRAIN,48,0,192
11655,FOG_OF_WAR,49,0,192
11656,DISABLE_SHARED_WEATHER_SYSTEMS,50,0,192
11657,HONOR_SPELL_ATTRIBUTE_EX_K_LOS_HITS_NOCAMCOLLIDE,51,0,192
11658,BELONGS_TO_LAYER,52,0,192
11659,World Quest,0,0,913
11660,Loot Creature,1,0,913
11665,Head,0,0,914
11666,Beard,1,0,914
11667,Sideburns,2,0,914
11668,Moustache,3,0,914
11669,Gloves,4,0,914
11670,Boots,5,0,914
11671,Shirt,6,0,914
11672,Ears,7,0,914
11673,Sleeves,8,0,914
11674,Legs,9,0,914
11675,Shirt Doublet,10,0,914
11676,Pant Doublet,11,0,914
11677,Tabard,12,0,914
11678,Robe,13,0,914
11679,Loincloth,14,0,914
11680,Cape,15,0,914
11681,Facial Jewelry,16,0,914
11682,Eye Effects,17,0,914
11683,Belt,18,0,914
11684,Skin,19,0,914
11685,Toes,20,0,914
11686,Skull,21,0,914
11687,Torso,22,0,914
11688,Hands,23,0,914
11689,Horns,24,0,914
11690,Facewear,25,0,914
11691,Shoulders,26,0,914
11692,Helm,27,0,914
11693,Arm Upper,28,0,914
11694,Arms Replace,29,0,914
11695,Legs replace,30,0,914
11696,Feet Replace,31,0,914
11697,Checkpoint,0,0,915
11698,Portal Entrance,1,0,915
11699,Portal Exit,2,0,915
11700,Inactive Node,0,0,916
11701,No Autoconnect,1,0,916
11702,Inactive Edge,0,0,917
11703,Bidirectional,1,0,917
11705,Geo range is unused,0,0,918
11710,"Friendship rep reaction is exactly ""{FriendshipRepReaction}""",254,0,600
11712,"Player has exactly {#Stacks} stacks of aura ""{Spell}""",255,0,600
11713,"Target has exactly {#Stacks} stacks of aura ""{Spell}""",256,0,600
11714,"Player has at least {#Stacks} stacks of aura ""{Spell}""",257,0,600
11715,"Target has at least {#Stacks} stacks of aura ""{Spell}""",258,0,600
11726,None,0,0,921
11727,Fade,1,0,921
11730,Main Slot,0,0,922
11731,Passive Slot 1,1,0,922
11732,Passive Slot 2,2,0,922
11734,TextureAndTextRow,15,0,863
11735,Small,0,0,923
11736,Medium,1,0,923
11737,Large,2,0,923
11738,Color Text By Rarity,0,0,924
11739,Huge,3,0,923
11741,Never,0,0,925
11742,Always,1,0,925
11743,Only On Mouseover,2,0,925
11744,Only Not On Mouseover,3,0,925
11747,No Cost Autoconnect,2,0,916
11751,None,0,0,926
11752,Pulse,1,0,926
11753,Normal,0,0,927
11754,Short,1,0,927
11756,UNUSED,19,12,143
11757,UNUSED,20,12,143
11758,UNUSED,21,12,143
11759,UNUSED,22,12,143
11760,VAS Character Transfer (Free),23,0,143
11762,Game Time,20,0,441
11763,VAS Guild Name Change,21,0,441
11768,Scene Script Package Is Active,37,0,864
11769,Scene Script Var Value,38,0,864
11771,Main Slot,0,0,928
11772,Passive Slot,1,0,928
11773,Stamina Slot,2,0,928
11782,Auto Unlock,0,0,933
11784,No FX on Reaction Change,0,0,934
11786,Player has Azerite Essence {AzeriteEssence} at less than rank {#rank},259,0,600
11787,Player has Azerite Essence {AzeriteEssence} at rank {#rank},260,0,600
11788,Player has Azerite Essence {AzeriteEssence} at greater than rank {#rank},261,0,600
11791,Dynamic,6,12,694
11798,Player has Aura {Spell} with Effect Index {#index} active,262,0,600
11801,Player loot specialization matches role {@LFG_ROLE},263,0,600
11802,Buff,0,0,936
11803,Debuff,1,0,936
11805,ZoneControl,16,0,863
11806,Disabled,0,0,937
11807,Enabled,1,0,937
11808,Single Fill Clockwise,0,0,938
11809,Single Fill Counter-Clockwise,1,0,938
11810,Double Fill Clockwise,2,0,938
11811,Double Fill Counter-Clockwise,3,0,938
11813,State 1,0,0,939
11814,State 2,1,0,939
11815,"(player, mawPowerID, weight)",41,0,721
11816,"(player, filterID, powers)",42,0,721
11818,"(player, filterID, quantity)",43,0,721
11820,Repeatable,0,0,940
11821,Don't Show in Maw Power UI,0,0,941
11822,Both States Are Good,0,0,942
11823,State 1 Is Good,1,0,942
11824,State 2 Is Good,2,0,942
11825,Neither State Is Good,3,0,942
11826,"(player, contextIDs, contextOwnerID, tags)",44,0,721
11831,Scenario Is Active,39,0,864
11832,Scenario Num Steps,40,0,864
11833,Scenario Remaining Steps,41,0,864
11834,Scenario Current Step,42,0,864
11835,Scenario Current Step Zero Based,43,0,864
11836,Scenario Step Is Active,44,0,864
11844,3 Day,3,0,457
11845,5 Day,4,0,457
11846,No Leading Edge,0,0,943
11847,Use Leading Edge,1,0,943
11848,Widget Is Universal,0,0,944
11850,Player is at max expansion level,264,0,600
11851,"(player, floorDifficulty, floorIndex)",45,0,721
11852,Show On Good States,0,0,945
11853,Show On Bad States,1,0,945
11854,Show On Both,2,0,945
11855,Show On Neither,3,0,945
11857,Floor Spawned,1,0,946
11858,Timer,2,0,946
11860,No Log Text on Rep Gain,1,0,934
11861,No Log Text on Reaction Change,2,0,934
11864,Show Rep Gain and Reaction Change for Hidden Faction,3,0,934
11865,None,0,0,947
11866,Min Level,1,0,947
11867,Max Level,2,0,947
11871,"Transmog Source is ""{@TRANSMOG_SOURCE}""",265,0,600
11873,Main Slot,0,0,948
11874,Passive Slot 1,1,0,948
11875,Passive Slot 2,2,0,948
11876,Player has Azerite Essence in slot {@AZERITE_ESSENCE_SLOT} at less than rank {#rank},266,0,600
11877,Player has Azerite Essence in slot {@AZERITE_ESSENCE_SLOT} at greater than rank {#rank},267,0,600
11878,Override Campaign Step,0,0,949
11880,Player Is Non-Interactable and Phased,0,0,950
11881,Fade to Black Screen on Complete,1,0,950
11882,Scene Cannot be Canceled,2,0,950
11883,Gigantic AOI,3,0,950
11884,Infinite AOI,4,0,950
11885,Fade to Black Screen on Cancel,5,0,950
11886,Ignore Transport,6,0,950
11887,Play as Login Cinematic,7,0,950
11892,Player has level within Content Tuning {ContentTuning},268,0,600
11893,Target has level within Content Tuning {ContentTuning},269,0,600
11894,Player is Scenario Initiator,270,0,600
11895,"Player is currently on or previously completed quest ""{QuestV2}""",271,0,600
11897,Player has level within or above Content Tuning {ContentTuning},272,0,600
11898,Target has level within or above Content Tuning {ContentTuning},273,0,600
11899,Player has level within or above Level Range {LevelRange},274,16,600
11900,Target has level within or above Level Range {LevelRange},275,16,600
11904,No Rep Gain Modifiers,4,0,934
11913,UNUSED,4,0,421
11914,UNUSED,5,0,421
11915,Log Changes,6,0,421
11916,CaptureZone,17,0,863
11920,-NONE-,0,0,952
11921,Weapon 0,1,0,952
11922,Weapon 1,2,0,952
11923,Weapon 2,3,0,952
11924,Weapon 3,4,0,952
11925,Weapon 4,5,0,952
11926,WeaponTrailTop,6,0,952
11927,WeaponTrailBot,7,0,952
11930,-NONE-,-1,0,953
11931,Axe 1H,0,0,953
11932,Axe 2H,1,0,953
11933,Bows,2,0,953
11934,Guns,3,0,953
11935,Mace 1H,4,0,953
11936,Mace 2H,5,0,953
11937,Sword 1H,7,0,953
11938,Warglaive,9,0,953
11939,Staff,10,0,953
11940,Bear Claw,11,12,953
11941,Cat Claw,12,12,953
11942,Unarmed,13,0,953
11943,Generic,14,12,953
11944,Dagger,15,0,953
11945,Thrown,16,0,953
11946,Obsolete,17,12,953
11947,Crossbow,18,0,953
11948,Wand,19,0,953
11949,Fishing Pole,20,0,953
11950,Polearm,6,0,953
11951,Sword 2H,8,0,953
11962,Max Jailers Tower Level Atleast {#Level},276,0,600
11967,Jailers Tower - Current Floor Index,45,0,864
11972,Grouped With Recruit,277,0,600
11973,Grouped with Recruiter,278,0,600
11974,Disable,1,0,941
11975,"Specialization is ""{ChrSpecialization}""",279,0,600
11990,"Player is on map or cosmetic child map ""{Map}""",280,0,600
11991,Tier,0,0,955
11992,Traditional,1,0,955
11994,Player Power Current,47,0,864
11995,Player Power Min,48,0,864
11996,Player Power Max,49,0,864
11997,Player Power Is Min,50,0,864
11998,Player Power Is Max,51,0,864
11999,Mana,0,0,956
12000,Health,1,0,956
12001,Endurance,2,0,956
12002,Agility,3,0,956
12003,Strength,4,0,956
12004,Intellect,5,0,956
12005,Spirit,6,0,956
12006,Stamina,7,0,956
12007,Energy,8,0,956
12008,Rage,9,0,956
12009,Focus,10,0,956
12010,Weapon Rating,11,0,956
12011,Defense Rating,12,0,956
12012,Dodge Rating,13,0,956
12013,Parry Rating,14,0,956
12014,Block Rating,15,0,956
12015,Melee Hit Rating,16,0,956
12016,Ranged Hit Rating,17,0,956
12017,Spell Hit Rating,18,0,956
12018,Melee Crit Rating,19,0,956
12019,Ranged Crit Rating,20,0,956
12020,Spell Crit Rating,21,0,956
12021,Melee Hit Taken Rating Obsolete,22,0,956
12022,Ranged Hit Taken Rating Obsolete,23,0,956
12023,Spell Hit Taken Rating Obsolete,24,0,956
12024,Melee Crit Taken Rating Obsolete,25,0,956
12025,Ranged Crit Taken Rating Obsolete,26,0,956
12026,Spell Crit Taken Rating Obsolete,27,0,956
12027,Melee Haste Rating Obsolete,28,0,956
12028,Ranged Haste Rating Obsolete,29,0,956
12029,Spell Haste Rating Obsolete,30,0,956
12030,Hit Rating,31,0,956
12031,Crit Rating,32,0,956
12032,Hit Taken Rating Obsolete,33,0,956
12033,Crit Taken Rating Obsolete,34,0,956
12034,Resilience Rating,35,0,956
12035,Haste Rating,36,0,956
12036,Expertise Rating,37,0,956
12037,Attack Power,38,0,956
12038,Ranged Attack Power,39,0,956
12039,Versatility,40,0,956
12040,Spell Healing,41,0,956
12041,Spell Damage,42,0,956
12042,Mana Regeneration,43,0,956
12043,Armor Penetration Rating,44,0,956
12044,Spell Power,45,0,956
12045,Health Regen,46,0,956
12046,Spell Penetration,47,0,956
12047,Block Value Obsolete,48,0,956
12048,Mastery,49,0,956
12049,Extra Armor,50,0,956
12050,Fire Resistance,51,0,956
12051,Frost Resistance,52,0,956
12052,Holy Resistance,53,0,956
12053,Shadow Resistance,54,0,956
12054,Nature Resistance,55,0,956
12055,Arcane Resistance,56,0,956
12056,PvP Power,57,0,956
12057,Combat Rating Unused 0,58,0,956
12058,Combat Rating Unused 2,59,0,956
12059,Combat Rating Unused 3,60,0,956
12060,Speed,61,0,956
12061,Lifesteal,62,0,956
12062,Avoidance,63,0,956
12063,Sturdiness,64,0,956
12064,Combat Rating Unused 7,65,0,956
12065,Combat Rating Unused 27,66,0,956
12066,Combat Rating Unused 9,67,0,956
12067,Combat Rating Unused 10,68,0,956
12068,Combat Rating Unused 11,69,0,956
12069,Combat Rating Unused 12,70,0,956
12070,Agility/Strength/Intellect,71,0,956
12071,Agility/Strength,72,0,956
12072,Agility/Intellect,73,0,956
12073,Strength/Intellect,74,0,956
12075,Is Lit,0,0,957
12078,Poor,0,0,958
12079,Standard,1,0,958
12080,Good,2,0,958
12081,Superior,3,0,958
12082,Epic,4,0,958
12083,Legendary,5,0,958
12084,Artifact,6,0,958
12085,Heirloom,7,0,958
12086,WoW Token,8,0,958
12095,Small Card (1x1),0,0,964
12096,Medium Card (2x1),1,0,964
12097,Large Horizontal Card (4x1),2,0,964
12098,Large Vertical Card (2x2),3,0,964
12099,Full Card (4x2),4,0,964
12101,Unused,30,0,165
12102,Unused,31,0,165
12103,Unused,32,0,165
12104,Unused,33,0,165
12105,Unused,34,0,165
12106,Unused,35,0,165
12107,Unused,36,0,165
12108,Unused,37,0,165
12109,Unused,38,0,165
12110,Unused,39,0,165
12111,Number of World Layers,40,0,165
12114,INDEX_NON_EQUIP_TYPE,0,0,965
12115,INDEX_HEAD_TYPE,1,0,965
12116,INDEX_NECK_TYPE,2,0,965
12117,INDEX_SHOULDER_TYPE,3,0,965
12118,INDEX_BODY_TYPE,4,0,965
12119,INDEX_CHEST_TYPE,5,0,965
12120,INDEX_WAIST_TYPE,6,0,965
12121,INDEX_LEGS_TYPE,7,0,965
12122,INDEX_FEET_TYPE,8,0,965
12123,INDEX_WRIST_TYPE,9,0,965
12124,INDEX_HAND_TYPE,10,0,965
12125,INDEX_FINGER_TYPE,11,0,965
12126,INDEX_TRINKET_TYPE,12,0,965
12127,INDEX_WEAPON_TYPE,13,0,965
12128,INDEX_SHIELD_TYPE,14,0,965
12129,INDEX_RANGED_TYPE,15,0,965
12130,INDEX_CLOAK_TYPE,16,0,965
12131,INDEX_2HWEAPON_TYPE,17,0,965
12132,INDEX_BAG_TYPE,18,0,965
12133,INDEX_TABARD_TYPE,19,0,965
